Experiment,time(min),Input 1 Pre,Input 2 Pre,Input 1,Input 2,Observable 1 mean,Observable 1 sd,Observable 2 mean,Observable 2 sd,Observable 3 mean,Observable 3 sd,Observable 4 mean,Observable 4 sd
2,1110,1,1.00E-07,1.00E-07,1.00E-07,0.065572,0.0062939,0.51153,0.055842,2007.2,194.63,140.47,17.683
2,1115,1,1.00E-07,1.00E-07,1.00E-07,0.0076035,0.00098232,0.48698,0.048746,2163.2,189.05,146,17.5
2,1120,1,1.00E-07,1.00E-07,1.00E-07,0.0015734,0.00015332,0.4112,0.042552,1817.5,183.68,163.9,17.243
2,1125,1,1.00E-07,1.00E-07,1.00E-07,0.00025697,2.39E-05,0.41155,0.037145,1643.4,178.56,170.06,16.985
2,1130,1,1.00E-07,0.5,50,3.62E-05,3.74E-06,0.3773,0.032425,1789.7,173.69,182.49,16.745
2,1135,1,1.00E-07,1.00E-07,1.00E-07,0.40454,0.040323,2.6865,0.27796,1871.3,174.29,176.3,17.109
2,1140,1,1.00E-07,1.00E-07,50,0.061954,0.0062933,2.7045,0.24264,1620.1,176.88,178.27,17.316
2,1145,1,1.00E-07,1.00E-07,50,0.0094662,0.00098223,4.624,0.46145,1836.8,180.32,156.33,17.177
2,1150,1,1.00E-07,1.00E-07,50,0.0016427,0.00015331,5.2683,0.65247,1882.7,185.04,179.94,16.948
2,1155,1,1.00E-07,1.00E-07,50,0.00027532,2.39E-05,7.3809,0.81921,1880.6,190.16,160.56,16.71
2,1160,1,1.00E-07,1.00E-07,50,3.52E-05,3.74E-06,10.079,0.96476,2145.9,195.36,166.9,16.482
2,1165,1,1.00E-07,1.00E-07,50,6.59E-06,5.92E-07,10.692,1.0918,1848.8,200.45,131.95,16.268
2,1170,1,1.00E-07,1.00E-07,50,9.29E-07,1.01E-07,9.3608,1.2027,2087.1,205.35,165.04,16.069
2,1175,1,1.00E-07,1.00E-07,50,2.29E-07,2.38E-08,13.022,1.2996,2397.4,210.02,169.34,15.883
2,1180,1,1.00E-07,1.00E-07,50,1.23E-07,1.18E-08,14.445,1.3841,2061.5,214.45,139.15,15.709
2,1185,1,1.00E-07,1.00E-07,1.00E-07,1.08E-07,9.90E-09,16.479,1.4578,2581.6,218.62,173.25,15.548
2,1190,1,1.00E-07,1.00E-07,1.00E-07,1.01E-07,9.61E-09,11.841,1.2726,1776.7,222.44,168.94,15.397
2,1195,1,1.00E-07,1.00E-07,1.00E-07,8.16E-08,9.56E-09,10.965,1.1109,2478.6,225.85,116.34,15.257
2,1200,1,1.00E-07,0.5,1.00E-07,1.01E-07,9.56E-09,9.3292,0.96973,2254.5,228.85,173.83,15.127
2,1205,1,1.00E-07,1.00E-07,1.00E-07,0.38169,0.040322,8.944,0.84651,2021.8,231.41,148.49,15.49
2,1210,1,1.00E-07,1.00E-07,1.00E-07,0.065373,0.0062932,7.1918,0.73894,2469.1,233.44,154.06,15.719
2,1215,1,1.00E-07,1.00E-07,1.00E-07,0.008645,0.00098221,7.5045,0.64504,1992.4,235.05,153.92,15.657
2,1220,1,1.00E-07,0.5,1.00E-07,0.0016105,0.00015331,4.6158,0.56308,2399.8,236.31,172.79,15.519
2,1225,1,1.00E-07,0.5,1.00E-07,0.41405,0.040346,5.9456,0.49153,2239.7,237.16,168.22,15.84
2,1230,1,1.00E-07,1.00E-07,1.00E-07,0.507,0.046619,4.5371,0.42907,2340.4,237.38,166.28,16.337
2,1235,1,1.00E-07,0.5,1.00E-07,0.069467,0.007276,3.313,0.37455,2397.6,236.99,163.55,16.527
2,1240,1,1.00E-07,0.5,1.00E-07,0.43827,0.041458,2.818,0.32695,2483.8,236.1,180.57,16.813
2,1245,1,1.00E-07,0.5,1.00E-07,0.43122,0.046793,3.0214,0.28541,2483.9,234.56,168.04,17.242
2,1250,1,1.00E-07,1.00E-07,1.00E-07,0.46998,0.047625,2.6074,0.24914,2362.3,232.32,180.72,17.662
2,1255,1,1.00E-07,1.00E-07,1.00E-07,0.076022,0.007433,2.224,0.21748,2165,229.48,192.27,17.763
2,1260,1,1.00E-07,1.00E-07,1.00E-07,0.012953,0.0011601,1.9166,0.18985,2013.3,226.39,168.34,17.558
2,1265,1,1.00E-07,1.00E-07,1.00E-07,0.0017752,0.00018107,1.617,0.16572,2255.3,223.23,175.03,17.278
2,1270,1,1.00E-07,1.00E-07,1.00E-07,0.00028118,2.83E-05,1.3516,0.14467,2426.5,220.03,176.56,16.998
2,1275,1,1.00E-07,1.00E-07,1.00E-07,3.95E-05,4.42E-06,1.0824,0.12628,2600.1,216.81,203.39,16.735
2,1280,1,1.00E-07,0.5,1.00E-07,6.24E-06,6.98E-07,1.1752,0.11024,2092.9,213.56,207.33,16.493
2,1285,1,1.00E-07,1.00E-07,1.00E-07,0.34783,0.040322,0.83952,0.096228,1916.3,210.04,163.82,16.784
2,1290,1,1.00E-07,1.00E-07,1.00E-07,0.058188,0.0062932,0.88406,0.084001,2043.6,205.96,173.31,16.95
2,1295,1,1.00E-07,1.00E-07,1.00E-07,0.0098327,0.00098222,0.74064,0.073327,1972.4,201.69,131.89,16.814
2,1300,1,1.00E-07,1.00E-07,1.00E-07,0.0015331,0.00015331,0.63998,0.064009,1692.9,197.44,163.64,16.603
2,1305,1,1.00E-07,1.00E-07,1.00E-07,0.00025849,2.39E-05,0.61145,0.055875,2193.5,193.27,178.27,16.388
2,1310,1,1.00E-07,1.00E-07,1.00E-07,4.25E-05,3.74E-06,0.40626,0.048775,2004.6,189.18,173.58,16.186
2,1315,1,1.00E-07,1.00E-07,1.00E-07,4.84E-06,5.92E-07,0.41773,0.042577,1936.2,185.17,142.08,16.002
2,1320,1,1.00E-07,1.00E-07,1.00E-07,1.14E-06,1.01E-07,0.3083,0.037167,1981.5,181.22,154.08,15.833
2,1325,1,1.00E-07,1.00E-07,1.00E-07,2.68E-07,2.38E-08,0.37949,0.032444,1796.6,177.33,185.17,15.681
2,1330,1,1.00E-07,1.00E-07,1.00E-07,1.26E-07,1.18E-08,0.27645,0.028322,1998.9,173.5,149.76,15.543
2,1335,1,1.00E-07,1.00E-07,50,9.16E-08,9.90E-09,0.21237,0.024723,1797.9,169.73,159.63,15.418
2,1340,1,1.00E-07,1.00E-07,50,8.39E-08,9.61E-09,3.0876,0.27123,1836.1,171.83,143.79,15.303
2,1345,1,1.00E-07,1.00E-07,50,8.16E-08,9.56E-09,4.32,0.48642,1701,177.18,153.24,15.196
2,1350,1,1.00E-07,1.00E-07,50,7.93E-08,9.56E-09,5.827,0.67426,1632.9,183.13,161.88,15.093
2,1355,1,1.00E-07,1.00E-07,50,1.01E-07,9.56E-09,9.0693,0.83823,1882.6,189.12,138.27,14.995
2,1360,1,1.00E-07,1.00E-07,50,9.22E-08,9.56E-09,11.778,0.98137,1993.1,194.93,142.02,14.901
2,1365,1,1.00E-07,1.00E-07,50,7.89E-08,9.56E-09,11.672,1.1063,1986.9,200.47,155.86,14.813
2,1370,1,1.00E-07,1.00E-07,50,1.07E-07,9.56E-09,11.443,1.2154,1705.2,205.71,138.59,14.728
2,1375,1,1.00E-07,1.00E-07,50,1.10E-07,9.56E-09,10.123,1.3106,1985.3,210.64,143.19,14.648
2,1380,1,1.00E-07,1.00E-07,50,1.10E-07,9.56E-09,13.312,1.3937,2585.2,215.25,151.57,14.572
2,1385,1,1.00E-07,1.00E-07,50,1.07E-07,9.56E-09,12.04,1.4663,1863,219.56,163.08,14.5
2,1390,1,1.00E-07,1.00E-07,1.00E-07,8.77E-08,9.56E-09,15.771,1.5296,2086.9,223.58,134.36,14.432
2,1395,1,1.00E-07,1.00E-07,1.00E-07,9.93E-08,9.56E-09,17.152,1.3352,1970.1,227.25,167.93,14.368
2,1400,1,1.00E-07,1.00E-07,1.00E-07,8.79E-08,9.56E-09,11.836,1.1656,2262.4,230.52,150.44,14.308
2,1405,1,1.00E-07,1.00E-07,1.00E-07,9.87E-08,9.56E-09,8.9946,1.0175,1799.1,233.42,129.14,14.251
2,1410,1,1.00E-07,0.5,1.00E-07,1.07E-07,9.56E-09,8.2316,0.88817,2430,235.96,169.44,14.198
2,1415,1,1.00E-07,1.00E-07,1.00E-07,0.39792,0.040322,7.7562,0.77531,2677.9,238.09,140.59,14.622
2,1420,1,1.00E-07,1.00E-07,1.00E-07,0.071177,0.0062932,6.5865,0.67679,2530.1,239.73,153.65,14.91
2,1425,1,1.00E-07,1.00E-07,1.00E-07,0.011474,0.00098221,4.949,0.59079,2302.3,240.98,138.81,14.909
2,1430,1,1.00E-07,0.5,1.00E-07,0.0014381,0.00015331,4.9804,0.51572,2317.2,241.9,122.08,14.827
2,1435,1,1.00E-07,0.5,1.00E-07,0.39655,0.040346,4.9333,0.45019,2283.1,242.42,138.65,15.194
3,0,1,1.00E-07,0.5,1.00E-07,0.97851,0.095558,3.95E-08,3.93E-09,30.818,2.6497,1573.9,143.41
3,5,1,1.00E-07,0.5,1.00E-07,0.58828,0.055236,3.25E-08,3.93E-09,26.416,2.6497,1761.3,142.75
3,10,1,1.00E-07,0.5,1.00E-07,0.50964,0.048943,3.93E-08,3.93E-09,29.712,2.6498,1563.4,141.57
3,15,1,1.00E-07,0.5,1.00E-07,0.41801,0.047961,3.85E-08,3.93E-09,23.803,2.65,998.28,140.36
3,20,1,1.00E-07,0.5,1.00E-07,0.52842,0.047808,4.47E-08,3.93E-09,29.987,2.6502,1598.6,139.23
3,25,1,1.00E-07,0.5,1.00E-07,0.51191,0.047784,4.75E-08,3.93E-09,21.154,2.6505,1276.3,138.19
3,30,1,1.00E-07,0.5,1.00E-07,0.45841,0.04778,3.26E-08,3.93E-09,26.548,2.6508,1271,137.23
3,35,1,1.00E-07,0.5,1.00E-07,0.48951,0.047779,3.49E-08,3.93E-09,24.276,2.6512,1468.8,136.34
3,40,1,1.00E-07,0.5,1.00E-07,0.57301,0.047779,3.83E-08,3.93E-09,26.442,2.6516,1345.9,135.53
3,45,1,1.00E-07,0.5,1.00E-07,0.55242,0.047779,4.04E-08,3.93E-09,26.269,2.652,1441.7,134.78
3,50,1,1.00E-07,0.5,1.00E-07,0.47462,0.047779,4.30E-08,3.93E-09,27.612,2.6525,1513.1,134.08
3,55,1,1.00E-07,0.5,1.00E-07,0.52424,0.047779,4.50E-08,3.93E-09,23.051,2.653,1501.1,133.44
3,60,1,1.00E-07,0.5,1.00E-07,0.42861,0.047779,3.82E-08,3.93E-09,27.113,2.6535,1451.7,132.86
3,65,1,1.00E-07,0.5,1.00E-07,0.42661,0.047779,4.44E-08,3.93E-09,27.742,2.654,1141.4,132.31
3,70,1,1.00E-07,0.5,1.00E-07,0.35364,0.047779,4.18E-08,3.93E-09,26.581,2.6545,1303.4,131.81
3,75,1,1.00E-07,0.5,1.00E-07,0.4214,0.047779,3.88E-08,3.93E-09,29.44,2.655,1262.6,131.35
3,80,1,1.00E-07,0.5,1.00E-07,0.44438,0.047779,3.65E-08,3.93E-09,27.304,2.6555,1275.5,130.93
3,85,1,1.00E-07,0.5,1.00E-07,0.50641,0.047779,3.82E-08,3.93E-09,27.65,2.656,1297.9,130.54
3,90,1,1.00E-07,0.5,1.00E-07,0.40244,0.047779,3.64E-08,3.93E-09,28.846,2.6565,1280.1,130.18
3,95,1,1.00E-07,0.5,1.00E-07,0.48599,0.047779,3.83E-08,3.93E-09,25.221,2.657,1231.2,129.84
3,100,1,1.00E-07,0.5,1.00E-07,0.52644,0.047779,4.00E-08,3.93E-09,26.7,2.6575,1380.2,129.54
3,105,1,1.00E-07,0.5,1.00E-07,0.38626,0.047779,3.87E-08,3.93E-09,26.931,2.658,1538.8,129.25
3,110,1,1.00E-07,0.5,1.00E-07,0.43854,0.047779,4.08E-08,3.93E-09,24.088,2.6585,1418.1,128.99
3,115,1,1.00E-07,0.5,1.00E-07,0.52443,0.047779,3.66E-08,3.93E-09,28.491,2.6589,1219.4,128.75
3,120,1,1.00E-07,1.00E-07,50,0.46175,0.047779,3.51E-08,3.93E-09,25.502,2.6594,948.33,128.53
3,125,1,1.00E-07,1.00E-07,50,0.085109,0.0074571,2.5991,0.24965,25.826,2.7057,1407,126.45
3,130,1,1.00E-07,1.00E-07,50,0.010494,0.0011639,4.5736,0.46758,27.492,2.8317,1318.8,121.64
3,135,1,1.00E-07,1.00E-07,50,0.0016816,0.00018166,6.1099,0.65781,32.774,3.0503,1209.1,115.84
3,140,1,1.00E-07,1.00E-07,50,0.00027387,2.84E-05,8.0211,0.82388,34.018,3.3804,1234.7,109.99
3,145,1,1.00E-07,1.00E-07,50,4.45E-05,4.43E-06,9.2635,0.96884,36.95,3.8427,874.28,104.37
3,150,1,1.00E-07,0.5,1.00E-07,8.11E-06,7.00E-07,11.033,1.0954,41.288,4.4602,1011.1,98.996
3,155,1,1.00E-07,0.5,1.00E-07,0.362,0.040322,8.481,0.95619,51.674,5.0975,1039.7,98.086
3,160,1,1.00E-07,0.5,1.00E-07,0.47746,0.046615,7.4937,0.83469,55.858,5.5843,1026.9,98.216
3,165,1,1.00E-07,0.5,1.00E-07,0.49252,0.047598,7.2025,0.72862,60.447,5.9423,872.53,98.258
3,170,1,1.00E-07,0.5,1.00E-07,0.44617,0.047751,6.8127,0.63604,70.53,6.1964,975.85,98.177
3,175,1,1.00E-07,0.5,1.00E-07,0.40858,0.047775,5.6006,0.55522,70.086,6.367,962.93,98.012
3,180,1,1.00E-07,0.5,1.00E-07,0.43042,0.047779,5.593,0.48466,52.867,6.47,959.65,97.803
3,185,1,1.00E-07,0.5,1.00E-07,0.47942,0.047779,4.4936,0.42308,66.181,6.5185,938,97.579
3,190,1,1.00E-07,0.5,1.00E-07,0.39762,0.047779,3.2428,0.36932,68.073,6.5228,1002.4,97.363
3,195,1,1.00E-07,0.5,1.00E-07,0.57906,0.047779,2.8608,0.32239,62.656,6.4916,1021.4,97.17
3,200,1,1.00E-07,0.5,1.00E-07,0.41426,0.047779,2.7968,0.28142,69.893,6.432,874.13,97.011
3,205,1,1.00E-07,0.5,1.00E-07,0.44014,0.047779,2.6575,0.24566,55.242,6.35,925.93,96.895
3,210,1,1.00E-07,0.5,1.00E-07,0.55309,0.047779,2.4014,0.21445,61.184,6.2506,1039.9,96.827
3,215,1,1.00E-07,0.5,1.00E-07,0.50102,0.047779,1.7867,0.1872,59.48,6.1378,1014.3,96.811
3,220,1,1.00E-07,0.5,1.00E-07,0.51927,0.047779,1.4597,0.16341,66.534,6.0153,952.85,96.848
3,225,1,1.00E-07,0.5,1.00E-07,0.49025,0.047779,1.4068,0.14265,61.944,5.8858,1008.6,96.939
3,230,1,1.00E-07,0.5,1.00E-07,0.51876,0.047779,1.2467,0.12452,58.636,5.752,998.38,97.085
3,235,1,1.00E-07,0.5,1.00E-07,0.45046,0.047779,1.1503,0.1087,63.031,5.6156,1036.1,97.283
3,240,1,1.00E-07,0.5,1.00E-07,0.45153,0.047779,0.97045,0.094884,53.211,5.4785,920.1,97.532
3,245,1,1.00E-07,0.5,1.00E-07,0.52345,0.047779,0.86646,0.082828,44.67,5.342,1193.5,97.83
3,250,1,1.00E-07,0.5,1.00E-07,0.40132,0.047779,0.69292,0.072303,46.806,5.2072,1160.9,98.175
3,255,1,1.00E-07,0.5,1.00E-07,0.44536,0.047779,0.63846,0.063115,52.175,5.075,802.18,98.562
3,260,1,1.00E-07,0.5,1.00E-07,0.45748,0.047779,0.63696,0.055095,52.019,4.9461,904.05,98.99
3,265,1,1.00E-07,0.5,1.00E-07,0.48136,0.047779,0.47169,0.048094,45.658,4.8211,1104.9,99.455
3,270,1,1.00E-07,1.00E-07,50,0.43251,0.047779,0.52187,0.041983,45.35,4.7002,1075.5,99.953
3,275,1,1.00E-07,1.00E-07,50,0.081415,0.0074571,2.8811,0.2863,42.276,4.6742,1028.7,98.67
3,280,1,1.00E-07,1.00E-07,50,0.010346,0.0011639,4.8244,0.49957,44.324,4.8336,940.76,94.985
3,285,1,1.00E-07,1.00E-07,50,0.0019726,0.00018166,6.7554,0.68574,47.031,5.2061,904.1,90.507
3,290,1,1.00E-07,1.00E-07,50,0.00027669,2.84E-05,9.2027,0.84825,53.102,5.8278,933.92,85.994
3,295,1,1.00E-07,1.00E-07,50,4.74E-05,4.43E-06,9.8525,0.99012,69.992,6.7364,723.81,81.643
3,300,1,1.00E-07,0.5,1.00E-07,6.67E-06,7.00E-07,10.394,1.114,81.933,7.971,790.71,77.477
3,305,1,1.00E-07,0.5,1.00E-07,0.33985,0.040322,9.3644,0.9724,79.763,9.2454,856.96,76.841
3,310,1,1.00E-07,0.5,1.00E-07,0.35208,0.046615,9.529,0.84884,97.638,10.203,721.66,77.073
3,315,1,1.00E-07,0.5,1.00E-07,0.52499,0.047598,7.5346,0.74098,117.43,10.889,693.24,77.203
3,320,1,1.00E-07,0.5,1.00E-07,0.5021,0.047751,5.9614,0.64682,132.42,11.357,820.8,77.209
3,325,1,1.00E-07,0.5,1.00E-07,0.49898,0.047775,5.7551,0.56463,109.97,11.651,719.1,77.136
3,330,1,1.00E-07,0.5,1.00E-07,0.52973,0.047779,5.402,0.49288,117.14,11.806,831.49,77.023
3,335,1,1.00E-07,0.5,1.00E-07,0.43267,0.047779,4.5238,0.43025,127.27,11.847,646.77,76.9
3,340,1,1.00E-07,0.5,1.00E-07,0.4547,0.047779,3.5205,0.37558,121.27,11.797,697.21,76.788
3,345,1,1.00E-07,0.5,1.00E-07,0.44217,0.047779,3.3578,0.32786,132.9,11.673,846.27,76.702
3,350,1,1.00E-07,0.5,1.00E-07,0.48128,0.047779,3.0016,0.2862,126.97,11.492,797.28,76.656
3,355,1,1.00E-07,0.5,1.00E-07,0.5384,0.047779,2.3408,0.24983,112.34,11.265,679.18,76.657
3,360,1,1.00E-07,0.5,1.00E-07,0.50394,0.047779,2.0606,0.21808,83.374,11.003,864.45,76.711
3,365,1,1.00E-07,0.5,1.00E-07,0.4383,0.047779,1.704,0.19037,117.01,10.715,870.82,76.823
3,370,1,1.00E-07,0.5,1.00E-07,0.43107,0.047779,1.7346,0.16618,116.77,10.407,814.46,76.996
3,375,1,1.00E-07,0.5,1.00E-07,0.45408,0.047779,1.5175,0.14506,99.459,10.087,760.87,77.23
3,380,1,1.00E-07,0.5,1.00E-07,0.52871,0.047779,1.273,0.12663,105.59,9.7593,852.93,77.527
3,385,1,1.00E-07,0.5,1.00E-07,0.46094,0.047779,1.0081,0.11054,104.05,9.4281,763.19,77.886
3,390,1,1.00E-07,0.5,1.00E-07,0.36663,0.047779,1.1607,0.096494,88.439,9.0972,855.73,78.306
3,395,1,1.00E-07,0.5,1.00E-07,0.50778,0.047779,0.95122,0.084232,82.834,8.7694,681.45,78.786
3,400,1,1.00E-07,0.5,1.00E-07,0.4654,0.047779,0.73418,0.073529,75.387,8.4471,658.18,79.324
3,405,1,1.00E-07,0.5,1.00E-07,0.53828,0.047779,0.70758,0.064186,91.883,8.1323,817.36,79.917
3,410,1,1.00E-07,0.5,1.00E-07,0.51757,0.047779,0.53756,0.056029,73.291,7.8264,794.74,80.564
3,415,1,1.00E-07,0.5,1.00E-07,0.51537,0.047779,0.56427,0.04891,74.185,7.5306,890.04,81.26
3,420,1,1.00E-07,1.00E-07,50,0.48602,0.047779,0.43916,0.042695,80.528,7.2458,823.74,82.004
3,425,1,1.00E-07,1.00E-07,50,0.075378,0.0074571,3.4231,0.28692,68.572,7.1426,761.67,81.111
3,430,1,1.00E-07,1.00E-07,50,0.011036,0.0011639,4.3425,0.50011,82.454,7.3879,738.21,78.124
3,435,1,1.00E-07,1.00E-07,50,0.0020577,0.00018166,6.131,0.68621,79.341,8.0249,784.55,74.488
3,440,1,1.00E-07,1.00E-07,50,0.00031058,2.84E-05,7.4668,0.84867,90.69,9.1072,549.95,70.824
3,445,1,1.00E-07,1.00E-07,50,4.59E-05,4.43E-06,11.731,0.99048,109.56,10.685,726.99,67.288
3,450,1,1.00E-07,0.5,1.00E-07,7.23E-06,7.00E-07,10.984,1.1143,125.67,12.807,674.91,63.901
3,455,1,1.00E-07,0.5,1.00E-07,0.41533,0.040322,10.221,0.97268,148.06,14.988,658.41,63.335
3,460,1,1.00E-07,0.5,1.00E-07,0.43348,0.046615,7.0098,0.84908,159.67,16.642,634.7,63.492
3,465,1,1.00E-07,0.5,1.00E-07,0.54982,0.047598,8.4419,0.74119,170.73,17.839,678.68,63.551
3,470,1,1.00E-07,0.5,1.00E-07,0.46994,0.047751,6.4125,0.64701,194.01,18.667,605.13,63.5
3,475,1,1.00E-07,0.5,1.00E-07,0.46861,0.047775,5.6102,0.56479,200.9,19.195,742.49,63.379
3,480,1,1.00E-07,0.5,1.00E-07,0.53955,0.047779,5.0776,0.49302,184.11,19.481,681.41,63.224
3,485,1,1.00E-07,0.5,1.00E-07,0.51793,0.047779,4.3081,0.43037,191.34,19.568,659.74,63.062
3,490,1,1.00E-07,0.5,1.00E-07,0.49328,0.047779,3.5623,0.37569,190.25,19.494,663.78,62.912
3,495,1,1.00E-07,0.5,1.00E-07,0.44251,0.047779,3.4362,0.32795,162.35,19.289,635.8,62.79
3,500,1,1.00E-07,0.5,1.00E-07,0.52741,0.047779,2.8941,0.28628,202.55,18.978,617.83,62.705
3,505,1,1.00E-07,0.5,1.00E-07,0.4378,0.047779,2.669,0.2499,198.85,18.584,615.23,62.666
3,510,1,1.00E-07,0.5,1.00E-07,0.44207,0.047779,2.6186,0.21814,180.84,18.123,662.7,62.68
3,515,1,1.00E-07,0.5,1.00E-07,0.46204,0.047779,1.8901,0.19042,154.61,17.611,539.05,62.75
3,520,1,1.00E-07,0.5,1.00E-07,0.47712,0.047779,1.745,0.16623,182.42,17.062,570.12,62.88
